BJD - 2454833, Corrected Flux
2623.162223029, 1.000473112,
2623.182654678, 1.000492854,
2623.203086228, 1.000487994,
2623.223517977, 1.000469362,
2623.264381277, 1.000571261,
2623.284812927, 1.000606469,
2623.305244578, 1.000468785,
2623.325676328, 1.000543982,
2623.346107880, 1.000848232,
2623.366539531, 1.000648248,
2623.386971283, 1.000627379,
2623.407402834, 1.000340435,
2623.427834487, 1.000519000,
2623.448266239, 1.000532488,
2623.468697892, 1.000456389,
2623.509561198, 1.000620771,
2623.529992852, 1.000440340,
2623.550424605, 1.000521746,
2623.570856159, 1.000663363,
2623.591287814, 1.000662282,
2623.611719569, 1.000528017,
2623.632151123, 1.000451388,
2623.652582779, 1.000453199,
2623.673014534, 1.000514578,
2623.693446090, 1.000441459,
2623.713877846, 1.000432116,
2623.754741059, 1.000013498,
2623.775172816, 1.000225309,
2623.795604373, 1.000458319,
2623.816036030, 1.000346175,
2623.836467788, 1.000596814,
2623.856899346, 1.000436984,
2623.877331004, 1.000627608,
2623.897762762, 1.000371178,
2623.918194421, 1.000316016,
2623.938626080, 1.000439944,
2623.959057740, 1.000453397,
2623.999921059, 1.000579015,
2624.020352719, 1.000460097,
2624.040784380, 1.000402797,
2624.061216140, 1.000449254,
2624.081647701, 1.000457577,
2624.102079463, 1.000613881,
2624.122511124, 1.000429883,
2624.142942686, 1.000310337,
2624.163374448, 1.000520471,
2624.183806111, 1.000488925,
2624.204237673, 1.000426530,
2624.245101099, 1.000427427,
2624.265532663, 1.000486273,
2624.285964427, 1.000281680,
2624.306396091, 1.000442700,
2624.326827855, 1.000633106,
2624.347259420, 1.000463617,
2624.367691085, 1.000408605,
2624.388122850, 1.000493561,
2624.408554416, 1.000479365,
2624.428986081, 1.000426658,
2624.449417747, 1.000523053,
2624.490281180, 1.000615648,
2624.510712747, 1.000405929,
2624.531144415, 1.000377522,
2624.551576182, 1.000574058,
2624.592439418, 1.000452607,
2624.612871186, 1.000496119,
2624.633302855, 1.000420524,
2624.653734424, 1.000437821,
2624.674166193, 1.000388590,
2624.694597863, 1.000144092,
2624.735461202, 1.000244531,
2624.755892873, 1.000483965,
2624.776324643, 1.000564176,
2624.796756214, 1.000499641,
2624.817187886, 1.000479028,
2624.837619657, 1.000499787,
2624.858051229, 1.000409726,
2624.878482901, 1.000385193,
2624.898914673, 1.000460170,
2624.919346246, 1.000562219,
2624.939778019, 1.000579569,
2624.980641266, 1.000441168,
2625.001073040, 1.000497187,
2625.021504714, 1.000332764,
2625.041936288, 1.000585320,
2625.062368063, 1.000540275,
2625.082799738, 1.000388698,
2625.103231513, 1.000544257,
2625.123663089, 1.000478752,
2625.144094765, 1.000425095,
2625.164526441, 1.000448072,
2625.184958117, 1.000408963,
2625.225821471, 1.000493645,
2625.246253148, 1.000336457,
2625.266684826, 1.000557288,
2625.287116604, 1.000454579,
2625.307548182, 1.000445515,
2625.327979961, 1.000427295,
2625.348411639, 1.000465297,
2625.368843219, 1.000574015,
2625.389274998, 1.000520427,
2625.409706678, 1.000293618,
2625.430138258, 1.000755055,
2625.471001719, 1.000495284,
2625.491433499, 1.000483918,
2625.511865081, 1.000551917,
2625.532296762, 1.000464742,
2625.552728544, 1.000456772,
2625.573160126, 1.000457038,
2625.593591808, 1.000687272,
2625.614023591, 1.000462002,
2625.634455174, 1.000393123,
2625.654886857, 1.000196532,
2625.675318641, 1.000214434,
2625.736613693, 1.000402430,
2625.757045378, 1.000430652,
2625.777477063, 1.000398832,
2625.797908748, 1.000397881,
2625.818340434, 1.000411086,
2625.838772120, 1.000494976,
2625.859203806, 1.000522646,
2625.879635493, 1.000185481,
2625.900067180, 1.000374063,
2625.920498867, 1.000521293,
2625.961362242, 1.000449573,
2625.981793930, 1.000428549,
2626.002225718, 1.000452338,
2626.022657307, 1.000442194,
2626.043088996, 1.000409672,
2626.063520785, 1.000399864,
2626.083952375, 1.000545434,
2626.104384165, 1.000473302,
2626.124815855, 1.000344329,
2626.145247445, 1.000429505,
2626.165679236, 1.000411947,
2626.206542519, 1.000429092,
2626.226974310, 1.000406042,
2626.247406002, 1.000525781,
2626.267837695, 1.000475697,
2626.288269387, 1.000443390,
2626.308701080, 1.000240618,
2626.329132873, 1.000292697,
2626.349564467, 1.000506221,
2626.369996161, 1.000480970,
2626.390427955, 1.000382729,
2626.410859649, 1.000428593,
2626.451723039, 1.000410845,
2626.472154735, 1.000396246,
2626.492586430, 1.000413609,
2626.513018126, 1.000550418,
2626.533449823, 1.000306789,
2626.553881519, 1.000207340,
2626.574313216, 1.000554455,
2626.594744813, 1.000377668,
2626.615176611, 1.000025654,
2626.635608309, 0.999963709,
2626.656039907, 1.000097664,
2626.696903404, 1.000393408,
2626.717335203, 1.000571578,
2626.737766803, 1.000513828,
2626.758198503, 1.000331127,
2626.778630303, 1.000366173,
2626.799061903, 1.000405223,
2626.819493604, 1.000381688,
2626.839925405, 1.000491370,
2626.860357006, 1.000550636,
2626.880788807, 1.000507942,
2626.901220509, 1.000556221,
2626.942083914, 1.000489983,
2626.962515617, 1.000419133,
2626.982947320, 1.000439290,
2627.003379024, 1.000630407,
2627.023810727, 1.000479292,
2627.044242432, 1.000496279,
2627.064674136, 1.000475760,
2627.085105841, 1.000461980,
2627.105537646, 1.000594572,
2627.125969351, 1.000501018,
2627.146400957, 1.000544726,
2627.187264369, 1.000389915,
2627.207696076, 1.000431092,
2627.228127883, 1.000514222,
2627.248559590, 1.000485249,
2627.268991297, 1.000495482,
2627.289423005, 1.000439853,
2627.309854614, 1.000608875,
2627.330286422, 1.000652621,
2627.350718131, 1.000562051,
2627.371149740, 1.000384112,
2627.391581550, 1.000613214,
2627.432444870, 1.000558812,
2627.452876680, 1.000389584,
2627.473308391, 1.000474639,
2627.493740202, 1.000513104,
2627.514171813, 1.000441219,
2627.534603525, 1.000494355,
2627.555035337, 1.000320173,
2627.575467049, 1.000092777,
2627.595898662, 1.000231699,
2627.616330475, 1.000105981,
2627.636762188, 1.000468022,
2627.677625616, 1.000433786,
2627.698057330, 1.000452626,
2627.718489145, 1.000455912,
2627.738920760, 1.000451686,
2627.759352475, 1.000391683,
2627.779784291, 1.000405703,
2627.800215907, 1.000616743,
2627.820647623, 1.000624398,
2627.841079439, 1.000595593,
2627.861511056, 1.000325657,
2627.881942874, 1.000369610,
2627.902374591, 1.000669202,
2627.922806209, 1.000620260,
2627.943238027, 1.000535893,
2627.963669646, 1.000465410,
2627.984101364, 1.000427397,
2628.004533184, 1.000463554,
2628.024964803, 1.000503609,
2628.045396623, 1.000483508,
2628.065828343, 1.000506929,
2628.086259964, 1.000430234,
2628.106691784, 1.000483260,
2628.127123505, 1.000403547,
2628.167986949, 1.000431212,
2628.188418671, 1.000367951,
2628.208850393, 1.000436087,
2628.229282116, 1.000722952,
2628.249713839, 1.000508814,
2628.270145662, 1.000454348,
2628.290577386, 1.000380409,
2628.311009010, 1.000314890,
2628.331440835, 1.000594161,
2628.351872559, 1.000484598,
2628.372304184, 1.000473989,
2628.413167736, 1.000421134,
2628.433599562, 1.000679960,
2628.454031188, 1.000573960,
2628.474462915, 1.000526865,
2628.494894742, 1.000600239,
2628.515326369, 1.000230823,
2628.535758097, 1.000165130,
2628.556189825, 1.000077350,
2628.576621553, 1.000253262,
2628.597053282, 1.000492296,
2628.617485011, 1.000462510,
2628.658348570, 1.000678898,
2628.678780200, 1.000495538,
2628.699211931, 1.000501243,
2628.719643761, 1.000321081,
2628.740075392, 1.000552715,
2628.760507124, 1.000530063,
2628.780938955, 1.000435013,
2628.801370688, 1.000476517,
2628.821802420, 1.000432899,
2628.842234153, 1.000463741,
2628.862665886, 1.000495835,
2628.903529353, 1.000501614,
2628.923961087, 1.000576738,
2628.944392921, 1.000414194,
2628.964824556, 1.000731288,
2628.985256291, 1.000518299,
2629.005688127, 1.000636921,
2629.026119762, 1.000541197,
2629.046551598, 1.000346427,
2629.066983335, 1.000560705,
2629.087414972, 1.000445609,
2629.107846809, 1.000452827,
2629.148710184, 1.000502225,
2629.169142022, 1.000547575,
2629.189573761, 1.000471251,
2629.210005399, 1.000498432,
2629.230437238, 1.000645875,
2629.250868978, 1.000488324,
2629.271300818, 1.000406043,
2629.291732458, 1.000449182,
2629.312164198, 1.000434145,
2629.332595939, 1.000522610,
2629.353027680, 1.000469242,
2629.393891164, 1.000559885,
2629.414322906, 1.000435763,
2629.434754749, 1.000775130,
2629.455186491, 1.000659122,
2629.475618135, 1.000448785,
2629.496049978, 1.000304518,
2629.516481722, 1.000059457,
2629.536913366, 1.000344775,
2629.557345211, 1.000469422,
2629.577776956, 1.000472344,
2629.598208601, 1.000478722,
2629.639072193, 1.000419291,
2629.659504039, 1.000457666,
2629.679935686, 1.000471811,
2629.700367433, 1.000412831,
2629.720799280, 1.000429070,
2629.741230928, 1.000577307,
2629.761662676, 1.000397415,
2629.782094524, 1.000483093,
2629.802526173, 1.000580372,
2629.822958022, 1.000398788,
2629.843389772, 1.000570348,
2629.884253272, 1.000495497,
2629.904685022, 1.000603045,
2629.925116773, 1.000383709,
2629.945548524, 1.000552056,
2629.965980276, 1.000344159,
2629.986412028, 1.000407898,
2630.006843780, 1.000675572,
2630.027275532, 1.000377962,
2630.047707285, 1.000474858,
2630.068139039, 1.000395084,
2630.088570792, 1.000378891,
2630.129434301, 1.000472185,
2630.149866055, 1.000388210,
2630.170297910, 1.000393821,
2630.190729566, 1.000275616,
2630.211161421, 1.000555339,
2630.231593177, 1.000466932,
2630.252024834, 1.000589673,
2630.272456691, 1.000446928,
2630.292888448, 1.000520290,
2630.313320105, 1.000516018,
2630.333751963, 1.000531053,
2630.374615380, 1.000482815,
2630.395047239, 1.000520801,
2630.415478998, 1.000492794,
2630.435910858, 1.000269256,
2630.456342517, 1.000138938,
2630.476774278, 1.000165296,
2630.497206139, 1.000264841,
2630.517637800, 1.000554006,
2630.538069561, 1.000439086,
2630.558501423, 1.000492990,
2630.578933185, 1.000521197,
2630.619796710, 1.000474040,
2630.640228473, 1.000410023,
2630.660660237, 1.000481163,
2630.681092000, 1.000545238,
2630.701523665, 1.000479821,
2630.721955529, 1.000509264,
2630.742387294, 1.000505625,
2630.762818959, 1.000505260,
2630.783250825, 1.000576280,
2630.803682591, 1.000496611,
2630.824114457, 1.000350739,
2630.864977891, 1.000403812,
2630.885409759, 1.000619592,
2630.905841427, 1.000472093,
2630.926273195, 1.000392267,
2630.946705063, 1.000496072,
2630.967136732, 1.000428195,
2630.987568601, 1.000482660,
2631.008000371, 1.000473542,
2631.028432041, 1.000416780,
2631.048863911, 1.000472523,
2631.069295682, 1.000388449,
2631.110159224, 1.000321255,
2631.130590996, 1.000396110,
2631.151022868, 1.000536698,
2631.171454541, 1.000484405,
2631.191886313, 1.000447835,
2631.212318187, 1.000507387,
2631.232749960, 1.000425316,
2631.253181634, 1.000455050,
2631.273613508, 1.000455979,
2631.294045283, 1.000423604,
2631.314476958, 1.000503983,
2631.355340509, 1.000506666,
2631.375772385, 1.000584270,
2631.396204162, 1.000222591,
2631.416635839, 1.000191023,
2631.437067716, 1.000103404,
2631.457499493, 1.000202773,
2631.477931172, 1.000486465,
2631.498363050, 1.000394482,
2631.518794828, 1.000569680,
2631.539226707, 1.000450237,
2631.559658387, 1.000403392,
2631.600522047, 1.000496033,
2631.620953727, 1.000488200,
2631.641385508, 1.000350606,
2631.661817389, 1.000327089,
2631.682249071, 1.000450883,
2631.702680853, 1.000373929,
2631.723112735, 1.000369113,
2631.743544418, 1.000468263,
2631.763976301, 1.000393216,
2631.784408084, 1.000574768,
2631.804839868, 1.000503750,
2631.825271652, 1.000201327,
2631.845703437, 1.000381228,
2631.866135222, 1.000300730,
2631.886567007, 1.000443761,
2631.906998793, 1.000339620,
2631.927430679, 1.000379862,
2631.947862465, 1.000548295,
2631.968294152, 1.000366060,
2631.988726039, 1.000319169,
2632.009157827, 1.000491000,
2632.029589515, 1.000437693,
2632.050021403, 1.000468779,
2632.090884880, 1.000271415,
2632.111316770, 1.000484164,
2632.131748460, 1.000362107,
2632.152180350, 1.000341735,
2632.172612140, 1.000511647,
2632.193043831, 1.000433448,
2632.213475722, 1.000397206,
2632.233907514, 1.000452526,
2632.254339206, 1.000417225,
2632.274771098, 1.000451030,
2632.295202891, 1.000431483,
2632.336066477, 1.000545518,
2632.356498271, 1.000238243,
2632.376930165, 0.999928551,
2632.397361860, 0.999921043,
2632.417793655, 1.000126611,
2632.438225550, 1.000563261,
2632.458657346, 1.000394737,
2632.479089042, 1.000512804,
2632.499520939, 1.000257960,
2632.519952735, 1.000246568,
2632.540384533, 1.000456004,
2632.581248128, 1.000346200,
2632.601680027, 1.000567607,
2632.622111725, 1.000503269,
2632.642543525, 1.000420671,
2632.662975424, 1.000374795,
2632.683407124, 1.000228956,
2632.703839024, 1.000414245,
2632.724270725, 1.000389030,
2632.744702526, 1.000441147,
2632.765134427, 1.000602722,
2632.785566129, 1.000575070,
2632.826429834, 1.000387021,
2632.846861537, 1.000371140,
2632.867293340, 1.000544910,
2632.887725244, 1.000499528,
2632.908156947, 1.000458284,
2632.928588852, 1.000495505,
2632.949020657, 1.000446662,
2632.969452362, 1.000362251,
2632.989884267, 1.000464400,
2633.010316074, 1.000380731,
2633.030747880, 1.000364931,
2633.071611494, 1.000521849,
2633.092043401, 1.000571113,
2633.112475209, 1.000465569,
2633.132906917, 1.000544075,
2633.153338826, 1.000522261,
2633.173770635, 1.000573519,
2633.194202344, 1.000669578,
2633.214634254, 1.000370485,
2633.235066064, 1.000367202,
2633.255497775, 1.000482702,
2633.275929686, 1.000460701,
2633.316793309, 1.000382554,
2633.337225121, 1.000355616,
2633.357656933, 1.000204229,
2633.378088746, 1.000284279,
2633.398520560, 1.000421215,
2633.418952373, 1.000452207,
2633.439384187, 1.000412120,
2633.459816002, 1.000449748,
2633.480247917, 1.000329076,
2633.500679632, 1.000434581,
2633.521111447, 1.000544585,
2633.561975080, 1.000518982,
2633.582406896, 1.000380901,
2633.602838814, 1.000460933,
2633.623270631, 1.000305406,
2633.643702349, 1.000290193,
2633.664134267, 1.000647329,
2633.684566086, 1.000430762,
2633.704997905, 1.000497686,
2633.725429724, 1.000566711,
2633.745861544, 1.000390800,
2633.766293365, 1.000382221,
2633.807157006, 1.000385543,
2633.827588928, 1.000442288,
2633.848020649, 1.000416520,
2633.868452572, 1.000502448,
2633.888884394, 1.000497951,
2633.909316117, 1.000530219,
2633.929748040, 1.000409589,
2633.950179864, 1.000320714,
2633.970611588, 1.000404985,
2633.991043513, 1.000423680,
2634.011475338, 1.000395841,
2634.052338989, 1.000419608,
2634.072770815, 1.000456622,
2634.093202641, 1.000479229,
2634.113634468, 1.000303236,
2634.134066196, 1.000481006,
2634.154498123, 1.000558661,
2634.174929952, 1.000474606,
2634.195361780, 1.000440881,
2634.215793609, 1.000381756,
2634.236225438, 1.000372166,
2634.256657368, 1.000467631,
2634.297520928, 1.000233912,
2634.317952859, 1.000077263,
2634.338384691, 1.000258625,
2634.358816422, 1.000492829,
2634.379248354, 1.000444087,
2634.399680187, 1.000467504,
2634.420112019, 1.000398714,
2634.440543853, 1.000396426,
2634.460975686, 1.000574514,
2634.481407620, 1.000533680,
2634.501839355, 1.000442143,
2634.542703125, 1.000365847,
2634.563134860, 1.000480442,
2634.583566696, 1.000567712,
2634.603998633, 1.000437776,
2634.624430370, 1.000562210,
2634.644862307, 1.000444686,
2634.665294144, 1.000459217,
2634.685725883, 1.000406924,
2634.706157821, 1.000487510,
2634.726589560, 1.000419925,
2634.747021399, 1.000409850,
2634.787885079, 1.000710728,
2634.808317019, 1.000427234,
2634.828748860, 1.000406218,
2634.849180701, 1.000440201,
2634.869612543, 1.000444436,
2634.890044385, 1.000455616,
2634.910476227, 1.000415030,
2634.930908070, 1.000472367,
2634.951339913, 1.000442957,
2634.971771757, 1.000430408,
2634.992203701, 1.000498230,
2635.033067390, 1.000444861,
2635.053499236, 1.000500474,
2635.073930981, 1.000433454,
2635.094362927, 1.000448335,
2635.114794774, 1.000439355,
2635.135226521, 1.000488398,
2635.155658468, 1.000488085,
2635.176090316, 1.000438869,
2635.196522264, 1.000405958,
2635.216954012, 1.000420052,
2635.237385861, 1.000232663,
2635.278249560, 1.000258136,
2635.298681410, 1.000300998,
2635.319113361, 1.000451514,
2635.339545112, 1.000474649,
2635.359976963, 1.000476861,
2635.380408915, 1.000468435,
2635.400840667, 1.000418009,
2635.421272619, 1.000435266,
2635.441704472, 1.000374776,
2635.462136226, 1.000561874,
2635.482568180, 1.000436068,
2635.523431788, 1.000474987,
2635.543863743, 1.000419290,
2635.564295599, 1.000401988,
2635.584727455, 1.000370575,
2635.605159311, 1.000342790,
2635.625591168, 1.000513869,
2635.646023125, 1.000395704,
2635.666454882, 1.000538714,
2635.686886740, 1.000306886,
2635.707318698, 1.000208362,
2635.727750457, 1.000502377,
2635.768614275, 1.000368019,
2635.789046035, 1.000313844,
2635.809477996, 1.000389560,
2635.829909857, 1.000491565,
2635.850341618, 1.000433802,
2635.870773579, 1.000512032,
2635.891205441, 1.000235660,
2635.911637204, 1.000229007,
2635.932069167, 1.000554768,
2635.952501030, 1.000367591,
2635.972932993, 1.000552423,
2636.013796622, 1.000324814,
2636.034228587, 1.000497218,
2636.054660352, 1.000403977,
2636.075092218, 1.000335140,
2636.095524184, 1.000505038,
2636.115955951, 1.000370714,
2636.136387917, 1.000425785,
2636.156819685, 1.000387565,
2636.177251553, 1.000380253,
2636.197683521, 1.000204750,
2636.218115390, 1.000043728,
2636.258979128, 1.000201819,
2636.279410998, 1.000475528,
2636.299842768, 1.000528365,
2636.320274739, 1.000549420,
2636.340706610, 1.000312453,
2636.361138581, 1.000400294,
2636.381570353, 1.000344975,
2636.402002226, 1.000615895,
2636.422434199, 1.000367371,
2636.442865972, 1.000421274,
2636.463297846, 1.000397711,
2636.504161594, 1.000639384,
2636.524593569, 1.000462312,
2636.545025444, 1.000446098,
2636.565457220, 1.000398111,
2636.585889196, 1.000373103,
2636.606321073, 1.000631890,
2636.626752850, 1.000541342,
2636.647184827, 1.000559247,
2636.667616705, 1.000416852,
2636.688048683, 1.000287639,
2636.708480462, 1.000582364,
2636.728912341, 1.000442254,
2636.749344220, 1.000481403,
2636.769776200, 1.000592006,
2636.790207980, 1.000572714,
2636.810639861, 1.000446364,
2636.831071742, 1.000424950,
2636.851503624, 1.000434112,
2636.871935606, 1.000500564,
2636.892367389, 1.000367649,
2636.912799372, 1.000419640,
2636.933231255, 1.000392070,
2636.953663039, 1.000471993,
2636.994526907, 1.000474308,
2637.014958692, 1.000625704,
2637.035390678, 1.000344795,
2637.055822564, 1.000310777,
2637.076254550, 1.000721022,
2637.096686337, 1.000417052,
2637.117118224, 1.000564167,
2637.137550211, 1.000486177,
2637.157981999, 1.000234520,
2637.178413888, 1.000098238,
2637.198845876, 1.000151916,
2637.239709555, 1.000431179,
2637.260141545, 1.000532059,
2637.280573436, 1.000563448,
2637.301005327, 1.000481862,
2637.321437218, 1.000472328,
2637.341869110, 1.000462407,
2637.362301002, 1.000448483,
2637.382732895, 1.000458647,
2637.403164788, 1.000526852,
2637.423596682, 1.000646518,
2637.444028576, 1.000481449,
2637.484892365, 1.000589714,
2637.505324260, 1.000446517,
2637.525756256, 1.000621027,
2637.546188052, 1.000354141,
2637.566619949, 1.000419842,
2637.587051945, 1.000417826,
2637.607483743, 1.000398176,
2637.627915741, 1.000588750,
2637.648347639, 1.000506740,
2637.668779438, 1.000700864,
2637.689211437, 1.000156983,
2637.730075136, 1.000173521,
2637.750507137, 1.000375193,
